reporting_date,in_sample,stage,grade,n_loans,ead,ead_lo,ead_hi,ead_n,ead_method,ecl,ecl_lo,ecl_hi,ecl_n,ecl_method,coverage,coverage_lo,coverage_hi,coverage_n,coverage_method,synthetic
2002-12-01,True,2,G,18,4085129.42,,,18,"none: population count, not an estimate",818778.8262978108,736900.9436680297,900656.7089275918,18,synthetic fixture interval,0.20042910324682217,0.18038619292213995,0.2204720135715044,18,synthetic fixture interval,True
2002-12-01,True,3,G,14,2712864.2600000002,,,14,"none: population count, not an estimate",759601.9928000001,683641.7935200001,835562.1920800002,14,synthetic fixture interval,0.28,0.252,0.30800000000000005,14,synthetic fixture interval,True
2003-12-01,True,1,D,17,3771831.67,,,17,"none: population count, not an estimate",5936.018922286118,5342.417030057506,6529.62081451473,17,synthetic fixture interval,0.0015737762025541608,0.0014163985822987447,0.0017311538228095768,17,synthetic fixture interval,True
2003-12-01,True,1,E,39,6907432.26,,,39,"none: population count, not an estimate",23477.056339695195,21129.350705725676,25824.761973664714,39,synthetic fixture interval,0.003398810941027628,0.0030589298469248655,0.003738692035130391,39,synthetic fixture interval,True
2003-12-01,True,1,F,82,17167798.05,,,82,"none: population count, not an estimate",113360.60515133667,102024.544636203,124696.66566647033,82,synthetic fixture interval,0.00660309521472596,0.0059427856932533635,0.007263404736198556,82,synthetic fixture interval,True
2003-12-01,True,1,G,209,41225207.02,,,209,"none: population count, not an estimate",1217737.2662721262,1095963.5396449135,1339510.992899339,209,synthetic fixture interval,0.029538657396707624,0.026584791657036862,0.03249252313637839,209,synthetic fixture interval,True
2003-12-01,True,2,G,18,3438943.21,,,18,"none: population count, not an estimate",620718.6502634141,558646.7852370727,682790.5152897555,18,synthetic fixture interval,0.1804969179073516,0.16244722611661644,0.19854660969808674,18,synthetic fixture interval,True
2003-12-01,True,3,G,14,2364360.2600000002,,,14,"none: population count, not an estimate",662020.8728000001,595818.7855200002,728222.9600800001,14,synthetic fixture interval,0.28,0.252,0.30800000000000005,14,synthetic fixture interval,True
2004-12-01,True,1,D,16,3054345.2,,,16,"none: population count, not an estimate",4927.651100385379,4434.885990346841,5420.416210423918,16,synthetic fixture interval,0.0016133248790560343,0.0014519923911504309,0.0017746573669616377,16,synthetic fixture interval,True
2004-12-01,True,1,E,47,8231505.21,,,47,"none: population count, not an estimate",26606.695507276825,23946.025956549143,29267.365058004507,47,synthetic fixture interval,0.003232300147845843,0.0029090701330612583,0.0035555301626304272,47,synthetic fixture interval,True
2004-12-01,True,1,F,74,14925219.08,,,74,"none: population count, not an estimate",98706.33567864404,88835.70211077963,108576.96924650845,74,synthetic fixture interval,0.006613392751528311,0.0059520534763754795,0.0072747320266811424,74,synthetic fixture interval,True
2004-12-01,True,1,G,229,44392095.64,,,229,"none: population count, not an estimate",1232509.8986873669,1109258.9088186303,1355760.8885561035,229,synthetic fixture interval,0.02776417470088526,0.024987757230796732,0.030540592170973786,229,synthetic fixture interval,True
2004-12-01,True,2,G,17,3353606.06,,,17,"none: population count, not an estimate",681106.3932772868,612995.7539495581,749217.0326050154,17,synthetic fixture interval,0.20309672069154322,0.1827870486223889,0.22340639276069754,17,synthetic fixture interval,True
2004-12-01,True,3,G,14,2064546.96,,,14,"none: population count, not an estimate",578073.1488000001,520265.83392000006,635880.46368,14,synthetic fixture interval,0.28,0.252,0.30800000000000005,14,synthetic fixture interval,True
2005-12-01,True,1,D,13,2218163.2,,,13,"none: population count, not an estimate",3735.3677448493386,3361.8309703644045,4108.904519334273,13,synthetic fixture interval,0.0016839913965074067,0.001515592256856666,0.0018523905361581474,13,synthetic fixture interval,True
2005-12-01,True,1,E,36,6410041.86,,,36,"none: population count, not an estimate",20590.38948371566,18531.350535344092,22649.428432087225,36,synthetic fixture interval,0.0032122082715565384,0.0028909874444008844,0.0035334290987121923,36,synthetic fixture interval,True
2005-12-01,True,1,F,71,14060053.11,,,71,"none: population count, not an estimate",90217.95653849978,81196.16088464981,99239.75219234976,71,synthetic fixture interval,0.00641661562959059,0.005774954066631531,0.00705827719254965,71,synthetic fixture interval,True
2005-12-01,True,1,G,285,54886534.64,,,285,"none: population count, not an estimate",1894564.550664506,1705108.0955980553,2084021.0057309566,285,synthetic fixture interval,0.03451783872111672,0.031066054849005046,0.03796962259322839,285,synthetic fixture interval,True
2005-12-01,True,2,G,15,3220160.48,,,15,"none: population count, not an estimate",654385.769364212,588947.1924277908,719824.3463006333,15,synthetic fixture interval,0.2032152662665471,0.1828937396398924,0.2235367928932018,15,synthetic fixture interval,True
2005-12-01,True,3,G,24,4397840.91,,,24,"none: population count, not an estimate",1231395.4548000002,1108255.90932,1354535.0002800003,24,synthetic fixture interval,0.28,0.252,0.30800000000000005,24,synthetic fixture interval,True
2006-12-01,True,1,E,35,6829528.51,,,35,"none: population count, not an estimate",22442.491873665935,20198.24268629934,24686.741061032528,35,synthetic fixture interval,0.0032860968133898213,0.002957487132050839,0.0036147064947288036,35,synthetic fixture interval,True
2006-12-01,True,1,F,75,13998387.69,,,75,"none: population count, not an estimate",90610.07360709528,81549.06624638576,99671.08096780481,75,synthetic fixture interval,0.006472893565580001,0.005825604209022001,0.007120182922138001,75,synthetic fixture interval,True
2006-12-01,True,1,G,323,60450054.34,,,323,"none: population count, not an estimate",2415887.218689279,2174298.496820351,2657475.940558207,323,synthetic fixture interval,0.039965013184292186,0.035968511865862966,0.043961514502721406,323,synthetic fixture interval,True
2006-12-01,True,2,G,34,7859599.53,,,34,"none: population count, not an estimate",1668783.9592818606,1501905.5633536745,1835662.3552100467,34,synthetic fixture interval,0.21232429882872933,0.1910918689458564,0.23355672871160227,34,synthetic fixture interval,True
2006-12-01,True,3,G,30,6704351.57,,,30,"none: population count, not an estimate",1877218.4396000002,1689496.5956400002,2064940.2835600001,30,synthetic fixture interval,0.28,0.252,0.30800000000000005,30,synthetic fixture interval,True
2007-12-01,True,1,E,29,5561532.13,,,29,"none: population count, not an estimate",18145.8261244023,16331.243511962071,19960.40873684253,29,synthetic fixture interval,0.0032627387022579877,0.002936464832032189,0.0035890125724837864,29,synthetic fixture interval,True
2007-12-01,True,1,F,63,11569245.28,,,63,"none: population count, not an estimate",72842.33205822355,65558.09885240119,80126.5652640459,63,synthetic fixture interval,0.006296204315431676,0.005666583883888509,0.006925824746974844,63,synthetic fixture interval,True
2007-12-01,True,1,G,358,67869905.47,,,358,"none: population count, not an estimate",2858111.3914983505,2572300.2523485157,3143922.5306481854,358,synthetic fixture interval,0.04211161591733319,0.03790045432559987,0.04632277750906651,358,synthetic fixture interval,True
2007-12-01,True,2,G,30,6343413.21,,,30,"none: population count, not an estimate",1371980.3571065664,1234782.3213959099,1509178.392817223,30,synthetic fixture interval,0.21628424819365763,0.19465582337429188,0.23791267301302338,30,synthetic fixture interval,True
2007-12-01,True,3,G,39,8380654.58,,,39,"none: population count, not an estimate",2346583.2824000004,2111924.95416,2581241.6106400006,39,synthetic fixture interval,0.28,0.252,0.30800000000000005,39,synthetic fixture interval,True
2008-12-01,True,1,E,27,5188735.7,,,27,"none: population count, not an estimate",17372.209673918635,15634.98870652677,19109.430641310497,27,synthetic fixture interval,0.0033480621635668655,0.003013255947210179,0.003682868379923552,27,synthetic fixture interval,True
2008-12-01,True,1,F,63,12321917.56,,,63,"none: population count, not an estimate",79228.40609513415,71305.56548562074,87151.24670464756,63,synthetic fixture interval,0.006429876332911787,0.005786888699620608,0.007072863966202965,63,synthetic fixture interval,True
2008-12-01,True,1,G,357,68988160.22,,,357,"none: population count, not an estimate",3073860.0049126456,2766474.004421381,3381246.0054039103,357,synthetic fixture interval,0.044556341191158755,0.04010070707204288,0.04901197531027463,357,synthetic fixture interval,True
2008-12-01,True,2,G,33,5672503.77,,,33,"none: population count, not an estimate",1238223.6187548644,1114401.256879378,1362045.9806303508,33,synthetic fixture interval,0.21828519979191913,0.19645667981272721,0.24011371977111104,33,synthetic fixture interval,True
2008-12-01,True,3,G,38,7290086.81,,,38,"none: population count, not an estimate",2041224.3068000001,1837101.8761200001,2245346.73748,38,synthetic fixture interval,0.28,0.252,0.30800000000000005,38,synthetic fixture interval,True
2009-12-01,True,1,D,10,1950648.38,,,10,"none: population count, not an estimate",3329.319149586229,2996.3872346276057,3662.251064544852,10,synthetic fixture interval,0.0017067756463552027,0.0015360980817196823,0.001877453210990723,10,synthetic fixture interval,True
2009-12-01,True,1,E,35,7097186.72,,,35,"none: population count, not an estimate",22759.81223060076,20483.831007540684,25035.793453660837,35,synthetic fixture interval,0.0032068780389366397,0.002886190235042976,0.0035275658428303037,35,synthetic fixture interval,True
2009-12-01,True,1,F,72,13364451.41,,,72,"none: population count, not an estimate",90336.58551835337,81302.92696651803,99370.24407018871,72,synthetic fixture interval,0.006759468289941081,0.006083521460946973,0.007435415118935189,72,synthetic fixture interval,True
2009-12-01,True,1,G,285,54978352.64,,,285,"none: population count, not an estimate",1882579.052074135,1694321.1468667216,2070836.9572815485,285,synthetic fixture interval,0.03424218736420355,0.030817968627783195,0.037666406100623905,285,synthetic fixture interval,True
2009-12-01,True,2,G,27,3913081.98,,,27,"none: population count, not an estimate",743692.2821462187,669323.0539315968,818061.5103608406,27,synthetic fixture interval,0.19005282433316634,0.1710475418998497,0.20905810676648298,27,synthetic fixture interval,True
2009-12-01,True,3,G,46,8480102.24,,,46,"none: population count, not an estimate",2374428.6272000005,2136985.7644800004,2611871.4899200005,46,synthetic fixture interval,0.28,0.252,0.30800000000000005,46,synthetic fixture interval,True
2010-12-01,True,1,D,13,2230578.27,,,13,"none: population count, not an estimate",3577.697725065589,3219.92795255903,3935.467497572148,13,synthetic fixture interval,0.0016039328335542286,0.0014435395501988058,0.0017643261169096515,13,synthetic fixture interval,True
2010-12-01,True,1,E,41,7696483.15,,,41,"none: population count, not an estimate",25242.02514269247,22717.822628423222,27766.227656961717,41,synthetic fixture interval,0.00327968302544682,0.0029517147229021377,0.003607651327991502,41,synthetic fixture interval,True
2010-12-01,True,1,F,81,14941077.2,,,81,"none: population count, not an estimate",101909.82440017247,91718.84196015522,112100.80684018972,81,synthetic fixture interval,0.006820781596669112,0.006138703437002201,0.007502859756336024,81,synthetic fixture interval,True
2010-12-01,True,1,G,251,45456065.18,,,251,"none: population count, not an estimate",1260061.580025185,1134055.4220226663,1386067.7380277035,251,synthetic fixture interval,0.027720427956874575,0.024948385161187116,0.030492470752562034,251,synthetic fixture interval,True
2010-12-01,True,2,G,28,5180010.98,,,28,"none: population count, not an estimate",923030.2818305793,830727.2536475214,1015333.3100136372,28,synthetic fixture interval,0.1781907963891187,0.16037171675020684,0.19600987602803055,28,synthetic fixture interval,True
2010-12-01,True,3,G,29,5769929.08,,,29,"none: population count, not an estimate",1615580.1424000002,1454022.1281600003,1777138.1566400002,29,synthetic fixture interval,0.28,0.252,0.30800000000000005,29,synthetic fixture interval,True
2011-12-01,True,1,D,14,2298775.65,,,14,"none: population count, not an estimate",3569.8434816182084,3212.8591334563876,3926.8278297800293,14,synthetic fixture interval,0.0015529325280691088,0.0013976392752621978,0.0017082257808760197,14,synthetic fixture interval,True
2011-12-01,True,1,E,45,8292189.79,,,45,"none: population count, not an estimate",27701.29325975577,24931.163933780193,30471.422585731347,45,synthetic fixture interval,0.0033406487262462635,0.003006583853621637,0.00367471359887089,45,synthetic fixture interval,True
2011-12-01,True,1,F,82,15138526.42,,,82,"none: population count, not an estimate",98731.12760422604,88858.01484380344,108604.24036464865,82,synthetic fixture interval,0.006521845314732161,0.005869660783258945,0.007174029846205378,82,synthetic fixture interval,True
2011-12-01,True,1,G,259,46272592.69,,,259,"none: population count, not an estimate",1202392.8396936147,1082153.5557242532,1322632.1236629763,259,synthetic fixture interval,0.02598498959738352,0.02338649063764517,0.028583488557121874,259,synthetic fixture interval,True
2011-12-01,True,2,G,18,4461910.33,,,18,"none: population count, not an estimate",853386.7118733416,768048.0406860074,938725.3830606758,18,synthetic fixture interval,0.19126039045104287,0.17213435140593858,0.21038642949614716,18,synthetic fixture interval,True
2011-12-01,True,3,G,14,1965852.47,,,14,"none: population count, not an estimate",550438.6916,495394.82244,605482.56076,14,synthetic fixture interval,0.28,0.252,0.30800000000000005,14,synthetic fixture interval,True
2012-12-01,True,1,D,12,1656662.32,,,12,"none: population count, not an estimate",2900.8815067346914,2610.7933560612223,3190.9696574081604,12,synthetic fixture interval,0.0017510397090064144,0.001575935738105773,0.0019261436799070557,12,synthetic fixture interval,True
2012-12-01,True,1,E,40,7418068.23,,,40,"none: population count, not an estimate",25334.255920415068,22800.83032837356,27867.681512456576,40,synthetic fixture interval,0.0034152093422326296,0.0030736884080093665,0.0037567302764558927,40,synthetic fixture interval,True
2012-12-01,True,1,F,83,15703359.64,,,83,"none: population count, not an estimate",102712.73448203095,92441.46103382786,112984.00793023405,83,synthetic fixture interval,0.006540812720126363,0.005886731448113727,0.007194893992138999,83,synthetic fixture interval,True
2012-12-01,True,1,G,208,40216023.32,,,208,"none: population count, not an estimate",1104601.1567413777,994141.0410672398,1215061.2724155155,208,synthetic fixture interval,0.02746669276452413,0.024720023488071716,0.030213362040976542,208,synthetic fixture interval,True
2012-12-01,True,2,G,12,2407377.93,,,12,"none: population count, not an estimate",388437.85401795147,349594.06861615635,427281.6394197466,12,synthetic fixture interval,0.16135308427370665,0.145217775846336,0.1774883927010773,12,synthetic fixture interval,True
2012-12-01,True,3,G,16,2610535.61,,,16,"none: population count, not an estimate",730949.9708,657854.97372,804044.96788,16,synthetic fixture interval,0.28,0.252,0.30800000000000005,16,synthetic fixture interval,True
2013-12-01,True,1,D,11,2037986.54,,,11,"none: population count, not an estimate",3052.0876683828383,2746.8789015445545,3357.296435221122,11,synthetic fixture interval,0.001497599522115999,0.001347839569904399,0.0016473594743275988,11,synthetic fixture interval,True
2013-12-01,True,1,E,48,8608631.14,,,48,"none: population count, not an estimate",29346.252646916095,26411.627382224484,32280.877911607706,48,synthetic fixture interval,0.0034089336817509515,0.0030680403135758564,0.0037498270499260467,48,synthetic fixture interval,True
2013-12-01,True,1,F,75,13539107.94,,,75,"none: population count, not an estimate",89805.38298785801,80824.84468907221,98785.92128664382,75,synthetic fixture interval,0.006633035454465697,0.005969731909019127,0.007296338999912266,75,synthetic fixture interval,True
2013-12-01,True,1,G,203,39442216.92,,,203,"none: population count, not an estimate",1114566.833418754,1003110.1500768785,1226023.5167606294,203,synthetic fixture interval,0.028258219756749765,0.025432397781074787,0.031084041732424742,203,synthetic fixture interval,True
2013-12-01,True,2,G,14,2379982.28,,,14,"none: population count, not an estimate",344870.6232063614,310383.56088572525,379357.6855269975,14,synthetic fixture interval,0.14490470206625294,0.13041423185962764,0.15939517227287825,14,synthetic fixture interval,True
2013-12-01,True,3,G,13,2798118.89,,,13,"none: population count, not an estimate",783473.2892000001,705125.9602800001,861820.6181200001,13,synthetic fixture interval,0.28,0.252,0.30800000000000005,13,synthetic fixture interval,True
2014-12-01,True,1,C,10,1844953.9100000001,,,10,"none: population count, not an estimate",1682.3328550447952,1514.0995695403158,1850.5661405492747,10,synthetic fixture interval,0.0009118563048790715,0.0008206706743911643,0.0010030419353669786,10,synthetic fixture interval,True
2014-12-01,True,1,D,15,2691270.2,,,15,"none: population count, not an estimate",4328.061217570917,3895.255095813825,4760.867339328008,15,synthetic fixture interval,0.00160818531620159,0.001447366784581431,0.001769003847821749,15,synthetic fixture interval,True
2014-12-01,True,1,E,54,9971797.06,,,54,"none: population count, not an estimate",33182.44673199906,29864.20205879915,36500.691405198966,54,synthetic fixture interval,0.003327629566901661,0.0029948666102114947,0.003660392523591827,54,synthetic fixture interval,True
2014-12-01,True,1,F,86,16617601.25,,,86,"none: population count, not an estimate",109397.20950415963,98457.48855374366,120336.9304545756,86,synthetic fixture interval,0.006583213055744711,0.00592489175017024,0.007241534361319182,86,synthetic fixture interval,True
2014-12-01,True,1,G,214,42051974.17,,,214,"none: population count, not an estimate",1174883.2022709528,1057394.8820438576,1292371.522498048,214,synthetic fixture interval,0.027938835820676352,0.025144952238608718,0.030732719402743986,214,synthetic fixture interval,True
2014-12-01,True,2,G,21,4044035.1,,,21,"none: population count, not an estimate",617693.1027806641,555923.7925025977,679462.4130587305,21,synthetic fixture interval,0.15274177585171406,0.13746759826654265,0.16801595343688547,21,synthetic fixture interval,True
2014-12-01,True,3,G,19,3350236.0,,,19,"none: population count, not an estimate",938066.0800000001,844259.4720000001,1031872.6880000001,19,synthetic fixture interval,0.28,0.252,0.30800000000000005,19,synthetic fixture interval,True
2015-12-01,True,1,D,18,3136410.02,,,18,"none: population count, not an estimate",5038.292152137657,4534.462936923891,5542.121367351422,18,synthetic fixture interval,0.0016063882336843371,0.0014457494103159033,0.001767027057052771,18,synthetic fixture interval,True
2015-12-01,True,1,E,57,9884642.28,,,57,"none: population count, not an estimate",34167.4639771751,30750.717579457592,37584.21037489262,57,synthetic fixture interval,0.003456621191675042,0.003110959072507538,0.003802283310842546,57,synthetic fixture interval,True
2015-12-01,True,1,F,100,18837873.63,,,100,"none: population count, not an estimate",123847.18474214798,111462.46626793318,136231.90321636279,100,synthetic fixture interval,0.0065743717775512,0.00591693459979608,0.00723180895530632,100,synthetic fixture interval,True
2015-12-01,True,1,G,223,44136055.55,,,223,"none: population count, not an estimate",1186971.5963779027,1068274.4367401125,1305668.7560156928,223,synthetic fixture interval,0.026893467972760488,0.024204121175484438,0.029582814770036537,223,synthetic fixture interval,True
2015-12-01,True,2,G,16,2794823.26,,,16,"none: population count, not an estimate",318822.038097674,286939.83428790665,350704.2419074414,16,synthetic fixture interval,0.11407592124364746,0.10266832911928271,0.1254835133680122,16,synthetic fixture interval,True
2015-12-01,True,3,G,26,5325679.18,,,26,"none: population count, not an estimate",1491190.1704,1342071.1533599999,1640309.18744,26,synthetic fixture interval,0.28,0.252,0.30800000000000005,26,synthetic fixture interval,True
2016-12-01,True,1,D,16,2757250.09,,,16,"none: population count, not an estimate",4439.939935849938,3995.945942264944,4883.933929434931,16,synthetic fixture interval,0.0016102782812312604,0.0014492504531081344,0.0017713061093543865,16,synthetic fixture interval,True
2016-12-01,True,1,E,42,7203542.74,,,42,"none: population count, not an estimate",23443.488123456962,21099.139311111267,25787.836935802658,42,synthetic fixture interval,0.0032544386796345935,0.0029289948116711343,0.0035798825475980528,42,synthetic fixture interval,True
2016-12-01,True,1,F,95,17646767.22,,,95,"none: population count, not an estimate",116419.06645168966,104777.15980652069,128060.97309685864,95,synthetic fixture interval,0.00659718944554025,0.005937470500986225,0.007256908390094276,95,synthetic fixture interval,True
2016-12-01,True,1,G,195,37703230.5,,,195,"none: population count, not an estimate",1001821.0363053347,901638.9326748012,1102003.139935868,195,synthetic fixture interval,0.02657122541012327,0.023914102869110943,0.029228347951135596,195,synthetic fixture interval,True
2016-12-01,True,2,G,20,3293441.04,,,20,"none: population count, not an estimate",448991.5151907675,404092.3636716907,493890.66670984426,20,synthetic fixture interval,0.136328997464235,0.1226960977178115,0.1499618972106585,20,synthetic fixture interval,True
2016-12-01,True,3,G,14,2413286.01,,,14,"none: population count, not an estimate",675720.0828,608148.07452,743292.0910799999,14,synthetic fixture interval,0.28,0.252,0.30800000000000005,14,synthetic fixture interval,True
2017-12-01,False,1,D,12,2484773.7,,,12,"none: population count, not an estimate",3849.304139433907,3464.3737254905163,4234.234553377298,12,synthetic fixture interval,0.0015491568264079368,0.001394241143767143,0.0017040725090487305,12,synthetic fixture interval,True
2017-12-01,False,1,E,50,8366762.04,,,50,"none: population count, not an estimate",27270.813486439212,24543.73213779529,29997.894835083134,50,synthetic fixture interval,0.0032594226244349136,0.002933480361991422,0.003585364886878405,50,synthetic fixture interval,True
2017-12-01,False,1,F,79,14363199.12,,,79,"none: population count, not an estimate",94153.48441999815,84738.13597799833,103568.83286199796,79,synthetic fixture interval,0.0065551889682358,0.00589967007141222,0.007210707865059379,79,synthetic fixture interval,True
2017-12-01,False,1,G,183,34338654.78,,,183,"none: population count, not an estimate",844967.7001349197,760470.9301214278,929464.4701484117,183,synthetic fixture interval,0.024606895801493587,0.02214620622134423,0.027067585381642945,183,synthetic fixture interval,True
2017-12-01,False,2,G,22,4188872.7600000002,,,22,"none: population count, not an estimate",707830.3064298836,637047.2757868952,778613.337072872,22,synthetic fixture interval,0.16897870787316147,0.15208083708584533,0.1858765786604776,22,synthetic fixture interval,True
2017-12-01,False,3,G,11,2212755.06,,,11,"none: population count, not an estimate",619571.4168000001,557614.2751200001,681528.5584800001,11,synthetic fixture interval,0.28,0.252,0.30800000000000005,11,synthetic fixture interval,True
2018-12-01,False,1,D,16,3114240.42,,,16,"none: population count, not an estimate",4903.243757175362,4412.919381457826,5393.568132892898,16,synthetic fixture interval,0.0015744589678067828,0.0014170130710261044,0.0017319048645874611,16,synthetic fixture interval,True
2018-12-01,False,1,E,41,6485670.08,,,41,"none: population count, not an estimate",21865.303301609212,19678.772971448292,24051.833631770132,41,synthetic fixture interval,0.003371325249650875,0.0030341927246857877,0.0037084577746159626,41,synthetic fixture interval,True
2018-12-01,False,1,F,77,14349548.58,,,77,"none: population count, not an estimate",92376.0654262989,83138.45888366901,101613.67196892879,77,synthetic fixture interval,0.006437558987399093,0.005793803088659184,0.0070813148861390025,77,synthetic fixture interval,True
2018-12-01,False,1,G,178,31641728.22,,,178,"none: population count, not an estimate",822788.5558944996,740509.7003050497,905067.4114839496,178,synthetic fixture interval,0.026003274858243493,0.023402947372419144,0.028603602344067842,178,synthetic fixture interval,True
2018-12-01,False,2,G,12,2922993.21,,,12,"none: population count, not an estimate",496606.56628491584,446945.90965642425,546267.2229134075,12,synthetic fixture interval,0.16989658565950477,0.1529069270935543,0.18688624422545524,12,synthetic fixture interval,True
2018-12-01,False,3,G,12,2207223.24,,,12,"none: population count, not an estimate",618022.5072000001,556220.2564800001,679824.7579200001,12,synthetic fixture interval,0.28,0.252,0.30800000000000005,12,synthetic fixture interval,True
2019-12-01,False,1,D,13,2630281.66,,,13,"none: population count, not an estimate",4314.087219710421,3882.6784977393786,4745.495941681463,13,synthetic fixture interval,0.0016401616926874747,0.001476145523418727,0.0018041778619562222,13,synthetic fixture interval,True
2019-12-01,False,1,E,40,6711563.84,,,40,"none: population count, not an estimate",23665.31570036242,21298.784130326178,26031.84727039866,40,synthetic fixture interval,0.0035260508973065834,0.003173445807575925,0.003878655987037242,40,synthetic fixture interval,True
2019-12-01,False,1,F,77,14404674.2,,,77,"none: population count, not an estimate",94612.07925647064,85150.87133082357,104073.2871821177,77,synthetic fixture interval,0.006568151278039363,0.005911336150235426,0.007224966405843299,77,synthetic fixture interval,True
2019-12-01,False,1,G,162,28849586.67,,,162,"none: population count, not an estimate",765838.6960874364,689254.8264786927,842422.5656961801,162,synthetic fixture interval,0.02654591571267861,0.02389132414141075,0.02920050728394647,162,synthetic fixture interval,True
2019-12-01,False,2,G,14,2510585.07,,,14,"none: population count, not an estimate",378220.85733042035,340398.7715973783,416042.9430634624,14,synthetic fixture interval,0.15065048456231772,0.13558543610608595,0.1657155330185495,14,synthetic fixture interval,True
2020-12-01,False,1,D,13,2071821.45,,,13,"none: population count, not an estimate",3501.103284823502,3150.9929563411515,3851.213613305852,13,synthetic fixture interval,0.0016898672831210922,0.0015208805548089829,0.0018588540114332015,13,synthetic fixture interval,True
2020-12-01,False,1,E,39,6589713.22,,,39,"none: population count, not an estimate",22840.571560332028,20556.514404298825,25124.62871636523,39,synthetic fixture interval,0.00346609492671246,0.003119485434041214,0.0038127044193837062,39,synthetic fixture interval,True
2020-12-01,False,2,E,12,1631078.46,,,12,"none: population count, not an estimate",27869.7479718172,25082.77317463548,30656.72276899892,12,synthetic fixture interval,0.017086699785010467,0.01537802980650942,0.018795369763511514,12,synthetic fixture interval,True
