vintage_year,vintage_quarter,months_on_book,fully_observed,cum_default_rate,cum_default_rate_lo,cum_default_rate_hi,cum_default_rate_n,cum_default_rate_method,cum_loss_rate,cum_loss_rate_lo,cum_loss_rate_hi,cum_loss_rate_n,cum_loss_rate_method,synthetic
1999,1999Q3,12,True,0.046511627906976744,0.012848990317319689,0.15455775923863058,43,wilson_95,0.0,,,43,none: synthetic fixture,True
1999,1999Q3,18,True,0.06976744186046512,0.024011153791962503,0.18609268553034927,43,wilson_95,0.003392257954931491,,,43,none: synthetic fixture,True
1999,1999Q3,24,True,0.11627906976744186,0.050703529948620846,0.24479448890641395,43,wilson_95,0.008151380364624617,,,43,none: synthetic fixture,True
1999,1999Q3,30,True,0.16279069767441862,0.08116524502857546,0.2997269533591824,43,wilson_95,0.010858951421130109,,,43,none: synthetic fixture,True
1999,1999Q3,36,True,0.16279069767441862,0.08116524502857546,0.2997269533591824,43,wilson_95,0.01878864567999094,,,43,none: synthetic fixture,True
1999,1999Q4,6,True,0.023809523809523808,0.00421529549910029,0.12321481165248252,42,wilson_95,0.0,,,42,none: synthetic fixture,True
1999,1999Q4,12,True,0.047619047619047616,0.013157248639206365,0.1579013531547973,42,wilson_95,0.0028962755972696246,,,42,none: synthetic fixture,True
1999,1999Q4,18,True,0.09523809523809523,0.0376616388283121,0.2206539522505333,42,wilson_95,0.0028962755972696246,,,42,none: synthetic fixture,True
1999,1999Q4,24,True,0.14285714285714285,0.06715875684189933,0.2784138235217878,42,wilson_95,0.0028962755972696246,,,42,none: synthetic fixture,True
1999,1999Q4,30,True,0.16666666666666666,0.08315811295836502,0.30604296204774295,42,wilson_95,0.02402283169795222,,,42,none: synthetic fixture,True
1999,1999Q4,36,True,0.16666666666666666,0.08315811295836502,0.30604296204774295,42,wilson_95,0.029236534769624574,,,42,none: synthetic fixture,True
2000,2000Q1,6,True,0.045454545454545456,0.012554846366981079,0.15135271525303162,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2000,2000Q1,12,True,0.06818181818181818,0.023458970172840127,0.1822532133661719,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2000,2000Q1,18,True,0.11363636363636363,0.04952707589567494,0.23979435148133582,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2000,2000Q1,24,True,0.11363636363636363,0.04952707589567494,0.23979435148133582,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2000,2000Q1,30,True,0.11363636363636363,0.04952707589567494,0.23979435148133582,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2000,2000Q1,36,True,0.11363636363636363,0.04952707589567494,0.23979435148133582,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2000,2000Q2,6,True,0.02,0.0035391680889764604,0.10495686471836953,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2000,2000Q2,12,True,0.04,0.011038652660826577,0.13460337877954667,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2000,2000Q2,18,True,0.04,0.011038652660826577,0.13460337877954667,50,wilson_95,0.00873851025616788,,,50,none: synthetic fixture,True
2000,2000Q2,24,True,0.04,0.011038652660826577,0.13460337877954667,50,wilson_95,0.00873851025616788,,,50,none: synthetic fixture,True
2000,2000Q2,30,True,0.04,0.011038652660826577,0.13460337877954667,50,wilson_95,0.00873851025616788,,,50,none: synthetic fixture,True
2000,2000Q2,36,True,0.04,0.011038652660826577,0.13460337877954667,50,wilson_95,0.00873851025616788,,,50,none: synthetic fixture,True
2000,2000Q3,6,True,0.022222222222222223,0.003933497522757505,0.11566946388718813,45,wilson_95,0.0,,,45,none: synthetic fixture,True
2000,2000Q3,12,True,0.022222222222222223,0.003933497522757505,0.11566946388718813,45,wilson_95,0.0,,,45,none: synthetic fixture,True
2000,2000Q3,18,True,0.044444444444444446,0.012273869040444335,0.14827779183880616,45,wilson_95,0.012777838752692583,,,45,none: synthetic fixture,True
2000,2000Q3,24,True,0.06666666666666667,0.022931616462147086,0.17856874388640825,45,wilson_95,0.012777838752692583,,,45,none: synthetic fixture,True
2000,2000Q3,30,True,0.06666666666666667,0.022931616462147086,0.17856874388640825,45,wilson_95,0.012777838752692583,,,45,none: synthetic fixture,True
2000,2000Q3,36,True,0.06666666666666667,0.022931616462147086,0.17856874388640825,45,wilson_95,0.013965826238588573,,,45,none: synthetic fixture,True
2000,2000Q4,6,True,0.017543859649122806,0.003103584706680096,0.09290966938262721,57,wilson_95,0.0,,,57,none: synthetic fixture,True
2000,2000Q4,12,True,0.05263157894736842,0.01805996809628102,0.14369777660471303,57,wilson_95,0.0,,,57,none: synthetic fixture,True
2000,2000Q4,18,True,0.10526315789473684,0.04914398953912691,0.21123049107939723,57,wilson_95,0.0,,,57,none: synthetic fixture,True
2000,2000Q4,24,True,0.12280701754385964,0.060779830035075005,0.2324668958892925,57,wilson_95,0.0019647424312994877,,,57,none: synthetic fixture,True
2000,2000Q4,30,True,0.14035087719298245,0.07287189227128286,0.253247078958928,57,wilson_95,0.005431346064275733,,,57,none: synthetic fixture,True
2000,2000Q4,36,True,0.15789473684210525,0.08535699749316844,0.2736342190428858,57,wilson_95,0.005431346064275733,,,57,none: synthetic fixture,True
2001,2001Q1,6,True,0.03225806451612903,0.00571707408694444,0.16194457176169622,31,wilson_95,0.0,,,31,none: synthetic fixture,True
2001,2001Q1,12,True,0.0967741935483871,0.03346403609464399,0.2490028999817704,31,wilson_95,0.0,,,31,none: synthetic fixture,True
2001,2001Q1,18,True,0.12903225806451613,0.05134201164644764,0.28852756954385356,31,wilson_95,0.0,,,31,none: synthetic fixture,True
2001,2001Q1,24,True,0.16129032258064516,0.07092519905439934,0.3263470272497887,31,wilson_95,0.0,,,31,none: synthetic fixture,True
2001,2001Q1,30,True,0.16129032258064516,0.07092519905439934,0.3263470272497887,31,wilson_95,0.011569319945230487,,,31,none: synthetic fixture,True
2001,2001Q1,36,True,0.16129032258064516,0.07092519905439934,0.3263470272497887,31,wilson_95,0.026668008519701813,,,31,none: synthetic fixture,True
2001,2001Q2,6,True,0.019230769230769232,0.0034027204090655225,0.10120746268024422,52,wilson_95,0.0,,,52,none: synthetic fixture,True
2001,2001Q2,12,True,0.09615384615384616,0.041773735183410265,0.20609881861160995,52,wilson_95,0.0,,,52,none: synthetic fixture,True
2001,2001Q2,18,True,0.1346153846153846,0.06676796994292626,0.2527357692049491,52,wilson_95,0.011612925958965209,,,52,none: synthetic fixture,True
2001,2001Q2,24,True,0.17307692307692307,0.0938236875646778,0.29731123693605277,52,wilson_95,0.025732522747546834,,,52,none: synthetic fixture,True
2001,2001Q2,30,True,0.17307692307692307,0.0938236875646778,0.29731123693605277,52,wilson_95,0.03572305619982159,,,52,none: synthetic fixture,True
2001,2001Q2,36,True,0.17307692307692307,0.0938236875646778,0.29731123693605277,52,wilson_95,0.0533155860838537,,,52,none: synthetic fixture,True
2001,2001Q3,6,True,0.018518518518518517,0.0032764033153519848,0.09771665358487208,54,wilson_95,0.0,,,54,none: synthetic fixture,True
2001,2001Q3,12,True,0.018518518518518517,0.0032764033153519848,0.09771665358487208,54,wilson_95,0.0,,,54,none: synthetic fixture,True
2001,2001Q3,18,True,0.018518518518518517,0.0032764033153519848,0.09771665358487208,54,wilson_95,0.0,,,54,none: synthetic fixture,True
2001,2001Q3,24,True,0.037037037037037035,0.010216153585413057,0.12535409343403314,54,wilson_95,0.0,,,54,none: synthetic fixture,True
2001,2001Q3,30,True,0.037037037037037035,0.010216153585413057,0.12535409343403314,54,wilson_95,0.0,,,54,none: synthetic fixture,True
2001,2001Q3,36,True,0.05555555555555555,0.019072922503838907,0.15107451463482943,54,wilson_95,0.0,,,54,none: synthetic fixture,True
2001,2001Q4,6,True,0.0,0.0,0.07135003417431873,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2001,2001Q4,12,True,0.06,0.020614596364630478,0.16217343370877002,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2001,2001Q4,18,True,0.06,0.020614596364630478,0.16217343370877002,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2001,2001Q4,24,True,0.06,0.020614596364630478,0.16217343370877002,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2001,2001Q4,30,True,0.1,0.04347512399157111,0.2136049033478839,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2001,2001Q4,36,True,0.1,0.04347512399157111,0.2136049033478839,50,wilson_95,0.0037394435674822416,,,50,none: synthetic fixture,True
2002,2002Q1,6,True,0.0392156862745098,0.010820856268751206,0.13216548986265267,51,wilson_95,0.0,,,51,none: synthetic fixture,True
2002,2002Q1,12,True,0.0784313725490196,0.030921696126931505,0.1850019822486082,51,wilson_95,0.007409181818181818,,,51,none: synthetic fixture,True
2002,2002Q1,18,True,0.17647058823529413,0.095722957258099,0.30254405172778037,51,wilson_95,0.007409181818181818,,,51,none: synthetic fixture,True
2002,2002Q1,24,True,0.21568627450980393,0.12493811244188556,0.3462662287881296,51,wilson_95,0.019873667508417507,,,51,none: synthetic fixture,True
2002,2002Q1,30,True,0.23529411764705882,0.14004812598862518,0.36762488136345783,51,wilson_95,0.024858882996632994,,,51,none: synthetic fixture,True
2002,2002Q1,36,True,0.23529411764705882,0.14004812598862518,0.36762488136345783,51,wilson_95,0.024858882996632994,,,51,none: synthetic fixture,True
2002,2002Q2,6,True,0.022727272727272728,0.004023148385637013,0.11807979131537633,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2002,2002Q2,12,True,0.06818181818181818,0.023458970172840127,0.1822532133661719,44,wilson_95,0.012499303529411764,,,44,none: synthetic fixture,True
2002,2002Q2,18,True,0.06818181818181818,0.023458970172840127,0.1822532133661719,44,wilson_95,0.012499303529411764,,,44,none: synthetic fixture,True
2002,2002Q2,24,True,0.09090909090909091,0.035921611478836546,0.21159519397917487,44,wilson_95,0.012499303529411764,,,44,none: synthetic fixture,True
2002,2002Q2,30,True,0.09090909090909091,0.035921611478836546,0.21159519397917487,44,wilson_95,0.012499303529411764,,,44,none: synthetic fixture,True
2002,2002Q2,36,True,0.09090909090909091,0.035921611478836546,0.21159519397917487,44,wilson_95,0.012499303529411764,,,44,none: synthetic fixture,True
2002,2002Q3,6,True,0.044444444444444446,0.012273869040444335,0.14827779183880616,45,wilson_95,0.0,,,45,none: synthetic fixture,True
2002,2002Q3,12,True,0.08888888888888889,0.035110548134203154,0.20733851168365702,45,wilson_95,-0.00017513138603811887,,,45,none: synthetic fixture,True
2002,2002Q3,18,True,0.08888888888888889,0.035110548134203154,0.20733851168365702,45,wilson_95,-0.00017513138603811887,,,45,none: synthetic fixture,True
2002,2002Q3,24,True,0.08888888888888889,0.035110548134203154,0.20733851168365702,45,wilson_95,-0.00017513138603811887,,,45,none: synthetic fixture,True
2002,2002Q3,30,True,0.1111111111111111,0.04840400437825558,0.23499375490890945,45,wilson_95,-0.00017513138603811887,,,45,none: synthetic fixture,True
2002,2002Q3,36,True,0.1111111111111111,0.04840400437825558,0.23499375490890945,45,wilson_95,-0.00017513138603811887,,,45,none: synthetic fixture,True
2002,2002Q4,6,True,0.0,0.0,0.08966985360023902,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2002,2002Q4,12,True,0.0,0.0,0.08966985360023902,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2002,2002Q4,18,True,0.0,0.0,0.08966985360023902,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2002,2002Q4,24,True,0.0,0.0,0.08966985360023902,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2002,2002Q4,30,True,0.05128205128205128,0.014177657646399527,0.1688593904563791,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2002,2002Q4,36,True,0.10256410256410256,0.04061265558286986,0.2357915870224483,39,wilson_95,0.0016385553873328287,,,39,none: synthetic fixture,True
2003,2003Q1,6,True,0.0,6.938893903907228e-18,0.08029831778201396,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2003,2003Q1,12,True,0.022727272727272728,0.004023148385637013,0.11807979131537633,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2003,2003Q1,18,True,0.045454545454545456,0.012554846366981079,0.15135271525303162,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2003,2003Q1,24,True,0.045454545454545456,0.012554846366981079,0.15135271525303162,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2003,2003Q1,30,True,0.045454545454545456,0.012554846366981079,0.15135271525303162,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2003,2003Q1,36,True,0.045454545454545456,0.012554846366981079,0.15135271525303162,44,wilson_95,0.0,,,44,none: synthetic fixture,True
2003,2003Q2,6,True,0.05128205128205128,0.014177657646399527,0.1688593904563791,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2003,2003Q2,12,True,0.10256410256410256,0.04061265558286986,0.2357915870224483,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2003,2003Q2,18,True,0.1282051282051282,0.05602734948028318,0.26706049037630475,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2003,2003Q2,24,True,0.15384615384615385,0.07247373845051469,0.2972976986573431,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2003,2003Q2,30,True,0.1794871794871795,0.08977151811469994,0.3266835162444276,39,wilson_95,0.010557317101997398,,,39,none: synthetic fixture,True
2003,2003Q2,36,True,0.1794871794871795,0.08977151811469994,0.3266835162444276,39,wilson_95,0.019301185439073394,,,39,none: synthetic fixture,True
2003,2003Q3,6,True,0.0,0.0,0.06419614448811528,56,wilson_95,0.0,,,56,none: synthetic fixture,True
2003,2003Q3,12,True,0.03571428571428571,0.009849218502577639,0.12119005852210082,56,wilson_95,0.0,,,56,none: synthetic fixture,True
2003,2003Q3,18,True,0.07142857142857142,0.028125581246379636,0.16975682831486205,56,wilson_95,0.0,,,56,none: synthetic fixture,True
2003,2003Q3,24,True,0.10714285714285714,0.050038674581190865,0.21468686751661398,56,wilson_95,0.0,,,56,none: synthetic fixture,True
2003,2003Q3,30,True,0.10714285714285714,0.050038674581190865,0.21468686751661398,56,wilson_95,0.0,,,56,none: synthetic fixture,True
2003,2003Q3,36,True,0.10714285714285714,0.050038674581190865,0.21468686751661398,56,wilson_95,0.0,,,56,none: synthetic fixture,True
2003,2003Q4,6,True,0.04,0.011038652660826577,0.13460337877954667,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2003,2003Q4,12,True,0.08,0.031549003255790686,0.18838502545063704,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2003,2003Q4,18,True,0.1,0.04347512399157111,0.2136049033478839,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2003,2003Q4,24,True,0.12,0.05617523710624646,0.23805078886623582,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2003,2003Q4,30,True,0.16,0.08337321362087696,0.2851448096176598,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2003,2003Q4,36,True,0.16,0.08337321362087696,0.2851448096176598,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2004,2004Q1,6,True,0.0,0.0,0.08762453925039232,40,wilson_95,0.0,,,40,none: synthetic fixture,True
2004,2004Q1,12,True,0.0,0.0,0.08762453925039232,40,wilson_95,0.0,,,40,none: synthetic fixture,True
2004,2004Q1,18,True,0.0,0.0,0.08762453925039232,40,wilson_95,0.0,,,40,none: synthetic fixture,True
2004,2004Q1,24,True,0.075,0.025835556771858226,0.19864530159097524,40,wilson_95,0.0,,,40,none: synthetic fixture,True
2004,2004Q1,30,True,0.1,0.03957888759557486,0.23052074380473897,40,wilson_95,0.0,,,40,none: synthetic fixture,True
2004,2004Q1,36,True,0.1,0.03957888759557486,0.23052074380473897,40,wilson_95,0.022281254135338345,,,40,none: synthetic fixture,True
2004,2004Q2,6,True,0.0,0.0,0.0741026511527422,48,wilson_95,0.0,,,48,none: synthetic fixture,True
2004,2004Q2,12,True,0.020833333333333332,0.003687015979399688,0.10899469137531158,48,wilson_95,0.0,,,48,none: synthetic fixture,True
2004,2004Q2,18,True,0.041666666666666664,0.011501652078965613,0.13975911147771472,48,wilson_95,0.0,,,48,none: synthetic fixture,True
2004,2004Q2,24,True,0.0625,0.021482843131227225,0.1683569766274222,48,wilson_95,0.01246099007765315,,,48,none: synthetic fixture,True
2004,2004Q2,30,True,0.08333333333333333,0.03288322434995555,0.19553565161066291,48,wilson_95,0.01246099007765315,,,48,none: synthetic fixture,True
2004,2004Q2,36,True,0.10416666666666667,0.045321050901178245,0.2216768812614093,48,wilson_95,0.020864726056945643,,,48,none: synthetic fixture,True
2004,2004Q3,6,True,0.02564102564102564,0.00454058606523737,0.13181286478627147,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2004,2004Q3,12,True,0.02564102564102564,0.00454058606523737,0.13181286478627147,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2004,2004Q3,18,True,0.02564102564102564,0.00454058606523737,0.13181286478627147,39,wilson_95,0.0,,,39,none: synthetic fixture,True
2004,2004Q3,24,True,0.05128205128205128,0.014177657646399527,0.1688593904563791,39,wilson_95,0.005791911928651059,,,39,none: synthetic fixture,True
2004,2004Q3,30,True,0.05128205128205128,0.014177657646399527,0.1688593904563791,39,wilson_95,0.005791911928651059,,,39,none: synthetic fixture,True
2004,2004Q3,36,True,0.05128205128205128,0.014177657646399527,0.1688593904563791,39,wilson_95,0.005791911928651059,,,39,none: synthetic fixture,True
2004,2004Q4,6,True,0.017241379310344827,0.003049959884541764,0.09141072677298324,58,wilson_95,0.0,,,58,none: synthetic fixture,True
2004,2004Q4,12,True,0.034482758620689655,0.009507728866485675,0.11729364755327057,58,wilson_95,0.006631715491986903,,,58,none: synthetic fixture,True
2004,2004Q4,18,True,0.034482758620689655,0.009507728866485675,0.11729364755327057,58,wilson_95,0.006631715491986903,,,58,none: synthetic fixture,True
2004,2004Q4,24,True,0.05172413793103448,0.017745812831795674,0.14139625335019185,58,wilson_95,0.006631715491986903,,,58,none: synthetic fixture,True
2004,2004Q4,30,True,0.05172413793103448,0.017745812831795674,0.14139625335019185,58,wilson_95,0.013192975185249008,,,58,none: synthetic fixture,True
2004,2004Q4,36,True,0.05172413793103448,0.017745812831795674,0.14139625335019185,58,wilson_95,0.013192975185249008,,,58,none: synthetic fixture,True
2005,2005Q1,6,True,0.0625,0.021482843131227225,0.1683569766274222,48,wilson_95,0.0,,,48,none: synthetic fixture,True
2005,2005Q1,12,True,0.125,0.05856971750400844,0.24700727086054822,48,wilson_95,0.0,,,48,none: synthetic fixture,True
2005,2005Q1,18,True,0.1875,0.10191276348200173,0.31940139348846214,48,wilson_95,0.003890935799782372,,,48,none: synthetic fixture,True
2005,2005Q1,24,True,0.22916666666666666,0.13307691028989044,0.36539535908451154,48,wilson_95,0.003890935799782372,,,48,none: synthetic fixture,True
2005,2005Q1,30,True,0.2916666666666667,0.18241416061863377,0.43179527736167544,48,wilson_95,0.012938122465130082,,,48,none: synthetic fixture,True
2005,2005Q1,36,True,0.3333333333333333,0.2167660137089678,0.47460153667527943,48,wilson_95,0.02327555247798991,,,48,none: synthetic fixture,True
2005,2005Q2,6,True,0.09090909090909091,0.03140337104926305,0.23572943534351032,33,wilson_95,0.0,,,33,none: synthetic fixture,True
2005,2005Q2,12,True,0.12121212121212122,0.04816083267584231,0.2732584325026516,33,wilson_95,0.0,,,33,none: synthetic fixture,True
2005,2005Q2,18,True,0.18181818181818182,0.08610651225698263,0.3438856704929522,33,wilson_95,0.006818718889597958,,,33,none: synthetic fixture,True
2005,2005Q2,24,True,0.18181818181818182,0.08610651225698263,0.3438856704929522,33,wilson_95,0.006818718889597958,,,33,none: synthetic fixture,True
2005,2005Q2,30,True,0.21212121212121213,0.1067588656643618,0.3775197758712936,33,wilson_95,0.008985231333758776,,,33,none: synthetic fixture,True
2005,2005Q2,36,True,0.21212121212121213,0.1067588656643618,0.3775197758712936,33,wilson_95,0.008985231333758776,,,33,none: synthetic fixture,True
2005,2005Q3,6,True,0.06,0.020614596364630478,0.16217343370877002,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2005,2005Q3,12,True,0.12,0.05617523710624646,0.23805078886623582,50,wilson_95,0.02460014619883041,,,50,none: synthetic fixture,True
2005,2005Q3,18,True,0.12,0.05617523710624646,0.23805078886623582,50,wilson_95,0.02460014619883041,,,50,none: synthetic fixture,True
2005,2005Q3,24,True,0.18,0.0977008273245379,0.3079631945470261,50,wilson_95,0.02460014619883041,,,50,none: synthetic fixture,True
2005,2005Q3,30,True,0.18,0.0977008273245379,0.3079631945470261,50,wilson_95,0.03600293567251462,,,50,none: synthetic fixture,True
2005,2005Q3,36,True,0.24,0.14297252401872207,0.3741294937519236,50,wilson_95,0.03600293567251462,,,50,none: synthetic fixture,True
2005,2005Q4,6,True,0.058823529411764705,0.020206272864052077,0.15924873938941972,51,wilson_95,0.0,,,51,none: synthetic fixture,True
2005,2005Q4,12,True,0.09803921568627451,0.04260744495307697,0.2097848995445307,51,wilson_95,0.0,,,51,none: synthetic fixture,True
2005,2005Q4,18,True,0.1568627450980392,0.08169125888021325,0.2801070839835982,51,wilson_95,0.0,,,51,none: synthetic fixture,True
2005,2005Q4,24,True,0.17647058823529413,0.095722957258099,0.30254405172778037,51,wilson_95,0.021157277512912194,,,51,none: synthetic fixture,True
2005,2005Q4,30,True,0.17647058823529413,0.095722957258099,0.30254405172778037,51,wilson_95,0.030011634882796977,,,51,none: synthetic fixture,True
2005,2005Q4,36,True,0.23529411764705882,0.14004812598862518,0.36762488136345783,51,wilson_95,0.030011634882796977,,,51,none: synthetic fixture,True
2006,2006Q1,6,True,0.02127659574468085,0.003765671010464995,0.11113236524331144,47,wilson_95,0.0,,,47,none: synthetic fixture,True
2006,2006Q1,12,True,0.0851063829787234,0.033593579469713086,0.19931805195022648,47,wilson_95,0.0,,,47,none: synthetic fixture,True
2006,2006Q1,18,True,0.1702127659574468,0.0888625809126393,0.3014005107288512,47,wilson_95,0.0,,,47,none: synthetic fixture,True
2006,2006Q1,24,True,0.19148936170212766,0.10415815605310119,0.325442800643777,47,wilson_95,0.0,,,47,none: synthetic fixture,True
2006,2006Q1,30,True,0.23404255319148937,0.13603136423924592,0.3722453225684077,47,wilson_95,0.0566960446879364,,,47,none: synthetic fixture,True
2006,2006Q1,36,True,0.2553191489361702,0.15253006046383732,0.3950844913992039,47,wilson_95,0.0566960446879364,,,47,none: synthetic fixture,True
2006,2006Q2,6,True,0.022222222222222223,0.003933497522757505,0.11566946388718813,45,wilson_95,0.0,,,45,none: synthetic fixture,True
2006,2006Q2,12,True,0.044444444444444446,0.012273869040444335,0.14827779183880616,45,wilson_95,0.0,,,45,none: synthetic fixture,True
2006,2006Q2,18,True,0.08888888888888889,0.035110548134203154,0.20733851168365702,45,wilson_95,0.0,,,45,none: synthetic fixture,True
2006,2006Q2,24,True,0.13333333333333333,0.0625706363434968,0.2617758224129731,45,wilson_95,0.0,,,45,none: synthetic fixture,True
2006,2006Q2,30,True,0.13333333333333333,0.0625706363434968,0.2617758224129731,45,wilson_95,0.019198019404483107,,,45,none: synthetic fixture,True
2006,2006Q2,36,True,0.13333333333333333,0.0625706363434968,0.2617758224129731,45,wilson_95,0.023383352291736367,,,45,none: synthetic fixture,True
2006,2006Q3,6,True,0.0,0.0,0.07135003417431873,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2006,2006Q3,12,True,0.04,0.011038652660826577,0.13460337877954667,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2006,2006Q3,18,True,0.04,0.011038652660826577,0.13460337877954667,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2006,2006Q3,24,True,0.08,0.031549003255790686,0.18838502545063704,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2006,2006Q3,30,True,0.1,0.04347512399157111,0.2136049033478839,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2006,2006Q3,36,True,0.1,0.04347512399157111,0.2136049033478839,50,wilson_95,0.0,,,50,none: synthetic fixture,True
2006,2006Q4,6,True,0.020833333333333332,0.003687015979399688,0.10899469137531158,48,wilson_95,0.0,,,48,none: synthetic fixture,True
2006,2006Q4,12,True,0.041666666666666664,0.011501652078965613,0.13975911147771472,48,wilson_95,0.0,,,48,none: synthetic fixture,True
2006,2006Q4,18,True,0.0625,0.021482843131227225,0.1683569766274222,48,wilson_95,0.0,,,48,none: synthetic fixture,True
2006,2006Q4,24,True,0.08333333333333333,0.03288322434995555,0.19553565161066291,48,wilson_95,-0.0033684181892835144,,,48,none: synthetic fixture,True
2006,2006Q4,30,True,0.125,0.05856971750400844,0.24700727086054822,48,wilson_95,-0.0033684181892835144,,,48,none: synthetic fixture,True
2006,2006Q4,36,True,0.14583333333333334,0.07248157413793963,0.27167447042858606,48,wilson_95,-0.00017143194415930984,,,48,none: synthetic fixture,True
2007,2007Q1,6,True,0.046511627906976744,0.012848990317319689,0.15455775923863058,43,wilson_95,0.0,,,43,none: synthetic fixture,True
2007,2007Q1,12,True,0.09302325581395349,0.036771045103346514,0.2160298839853268,43,wilson_95,0.0,,,43,none: synthetic fixture,True
2007,2007Q1,18,True,0.16279069767441862,0.08116524502857546,0.2997269533591824,43,wilson_95,0.0,,,43,none: synthetic fixture,True
2007,2007Q1,24,True,0.20930232558139536,0.11422705997811457,0.35205931794236645,43,wilson_95,0.02090063266250289,,,43,none: synthetic fixture,True
2007,2007Q1,30,True,0.20930232558139536,0.11422705997811457,0.35205931794236645,43,wilson_95,0.028575842007864907,,,43,none: synthetic fixture,True
2007,2007Q1,36,True,0.20930232558139536,0.11422705997811457,0.35205931794236645,43,wilson_95,0.028575842007864907,,,43,none: synthetic fixture,True
2007,2007Q2,6,True,0.058823529411764705,0.020206272864052077,0.15924873938941972,51,wilson_95,0.0,,,51,none: synthetic fixture,True
