period,n_active_loans,total_upb,n_dpd30p,upb_dpd30p,n_dpd90p,upb_dpd90p,n_at_risk_start,n_new_defaults,n_prepaid,upb_prepaid,n_credit_event_exits,net_loss,delinquency_rate_30p,delinquency_rate_90p,default_rate,loss_rate
2002-11-01,407,79210083.4,27,5444242.32,18,3751437.14,345,3,8,1809583.76,1,0.0,0.06873168271402173,0.04736060080956814,0.008695652173913044,0.0
2002-12-01,387,75195640.06,26,5007927.31,19,3808022.86,373,2,18,3384812.44,1,95494.86,0.06659863930946104,0.05064153795301839,0.005361930294906166,0.0012699520866343164
2003-01-01,371,71376156.61,24,4409255.3,18,3377012.73,354,0,15,3275313.67,1,88021.08,0.06177490508619304,0.04731289677660889,0.0,0.001233200051397388
2003-02-01,400,77585913.73,31,5821881.07,17,3086168.2,340,2,13,2281836.25,2,99999.81,0.07503786177295305,0.03977742932486309,0.0058823529411764705,0.0012888913101932477
2003-03-01,377,73397997.97,34,6783641.42,17,3212628.9,370,2,21,3877544.98,2,87626.83,0.09242270371969384,0.04376997995658,0.005405405405405406,0.0011938585850232012
2003-04-01,368,71452631.18,33,6474583.7,23,4641600.52,347,6,9,1852406.93,0,0.0,0.0906136498135323,0.0649605262024166,0.01729106628242075,0.0
2003-05-01,394,77159869.49,26,5018053.86,22,4415434.43,332,4,10,2154288.25,3,106244.08,0.065034504246412,0.057224493239613955,0.012048192771084338,0.0013769344181403696
2003-06-01,382,74236528.98,29,5683193.85,22,4384554.12,357,1,11,2647613.8,1,65973.73,0.07655522056440844,0.05906194942359494,0.0028011204481792717,0.0008886963184630294
2003-07-01,365,71044237.47,28,5102138.17,22,4146601.9899999998,345,0,15,2379006.74,1,111993.88,0.07181635487543224,0.058366478938576744,0.0,0.0015763963973473838
2003-08-01,404,80495393.94,25,4529054.41,20,3699719.53,329,1,15,2600720.22,2,59711.9,0.05626476483084095,0.04596187867293019,0.00303951367781155,0.000741805177629273
2003-09-01,394,78445782.71,27,4841389.03,18,3391420.95,370,0,10,1943960.31,0,0.0,0.061716371011272184,0.04323267399265396,0.0,0.0
2003-10-01,382,75582010.98,26,4654088.8,17,3147510.29,360,1,12,2763187.7,0,0.0,0.06157667333344085,0.041643643099584536,0.002777777777777778,0.0
2003-11-01,417,82673310.93,23,4056811.28,15,2449277.44,347,1,13,2317477.65,2,99243.68,0.04907038600927603,0.029625974966380843,0.002881844380403458,0.0012004319033990332
2003-12-01,396,78308625.65,22,3713508.3,13,1988556.43,383,1,19,3734141.6,2,209406.55,0.047421446477652486,0.025393836419602644,0.0026109660574412533,0.002674118569465661
2004-01-01,381,75388675.84,20,3437152.11,12,2057378.18,365,3,14,2647930.84,1,67257.04,0.045592419175723244,0.027290281425905994,0.00821917808219178,0.0008921371711414847
2004-02-01,411,79758597.7,22,3890966.75,15,2432316.74,350,3,10,2171976.08,0,0.0,0.048784292379804466,0.03049598175169522,0.008571428571428572,0.0
2004-03-01,398,76769252.96,27,4485376.95,16,2673098.61,378,2,12,2683645.39,1,72846.61,0.058426736968992914,0.03481991170856901,0.005291005291005291,0.0009489034631867024
2004-04-01,380,72606969.52,28,4684034.63,18,2936003.45,367,3,17,3852748.21,1,-4219.85,0.06451219023415868,0.040436936969132996,0.008174386920980926,-5.81190762801031e-05
2004-05-01,416,79487050.62,27,4218961.2,19,3199304.7399999998,349,1,12,2291595.42,0,0.0,0.05307733985714716,0.0402493829503722,0.0028653295128939827,0.0
2004-06-01,408,77588502.35,25,3962990.39,18,2980959.63,384,2,7,1569167.46,1,0.0,0.05107703164733145,0.038420120761616945,0.005208333333333333,0.0
2004-07-01,389,73486826.01,23,3934894.4899999998,18,2912570.78,375,1,19,3994340.3,0,0.0,0.05354557685570124,0.03963391723577312,0.0026666666666666666,0.0
2004-08-01,413,77487962.32,19,2868982.77,16,2429000.05,357,0,11,2039477.3900000001,1,59224.36,0.037024883402560486,0.031346805068495964,0.0,0.0007643040057683118
2004-09-01,401,75262040.08,19,2900346.95,13,1797561.36,383,1,10,1761046.04,1,0.0,0.038536650706213496,0.023884037133318166,0.0026109660574412533,0.0
2004-10-01,389,72830520.24,22,3294539.27,14,1978156.49,372,1,12,2319916.63,0,0.0,0.045235695957456204,0.027161092403038423,0.002688172043010753,0.0
2004-11-01,430,81516181.26,21,3159562.16,14,2093990.8,359,3,15,2476168.83,2,116477.66,0.03875993834797555,0.025688038468351576,0.008356545961002786,0.0014288900461184337
2004-12-01,419,79466082.92,25,3927075.02,17,2483678.3,402,3,11,1931093.21,0,0.0,0.04941825336921993,0.03125457061348255,0.007462686567164179,0.0
2005-01-01,408,77520223.2,26,4140876.88,17,2483678.3,389,0,11,1831038.25,0,0.0,0.05341673061643094,0.03203910150764375,0.0,0.0
2005-02-01,442,84775377.82,26,4474271.26,15,2194287.9,379,0,13,2572051.14,1,0.0,0.05277795717407515,0.025883551998541834,0.0,0.0
2005-03-01,428,81880978.47,31,5253461.38,19,3115675.89,414,4,14,2772046.42,0,0.0,0.06415972889142735,0.03805127818717431,0.00966183574879227,0.0
2005-04-01,412,78830212.28,26,4334454.39,18,3088104.45,396,3,13,2423728.35,3,0.0,0.0549846849911337,0.03917412322868351,0.007575757575757576,0.0
2005-05-01,431,81309644.8,28,5089111.82,21,3706096.78,380,3,13,3585051.0,1,50924.74,0.06258927624782835,0.045580038986961606,0.007894736842105263,0.0006263062656989986
2005-06-01,420,79382883.6,27,5241776.53,17,3005011.61,397,1,8,1457378.73,3,100091.05,0.06603157119376803,0.03785465422422624,0.0025188916876574307,0.0012608643760580148
2005-07-01,411,77719705.88,23,4515673.23,15,2691403.95,389,3,7,1088082.6,1,42870.63,0.05810203704286073,0.03462962088605372,0.007712082262210797,0.0005516056644140249
2005-08-01,450,85746701.79,27,5051123.8,18,3341265.69,378,3,11,2113692.26,0,0.0,0.05890749958372247,0.03896669633058314,0.007936507936507936,0.0
2005-09-01,434,82309966.65,34,6369285.68,20,3898225.94,415,2,16,3304283.05,0,0.0,0.07738170648377975,0.047360314900577107,0.004819277108433735,0.0
2005-10-01,425,80733272.98,37,6500614.38,22,3955567.43,398,5,9,1458549.18,0,0.0,0.08051964376088645,0.04899550438119745,0.01256281407035176,0.0
2005-11-01,467,88953851.46,34,6420141.84,23,4036647.62,385,3,7,1205608.48,2,89954.88,0.07217384896354886,0.04537912135052596,0.007792207792207792,0.001011253346803653
2005-12-01,456,87028497.26,34,6412676.91,25,4473267.74,427,4,10,1493391.1300000001,1,54240.54,0.07368479419841013,0.0514000342512636,0.00936768149882904,0.000623250334174505
2006-01-01,445,85236001.73,36,6606671.34,26,4956848.24,414,1,11,1656605.9100000001,0,0.0,0.07751033842398886,0.058154396492009174,0.0024154589371980675,0.0
2006-02-01,484,92689514.01,40,8020518.54,24,4787545.83,402,2,5,1270601.63,2,65238.27,0.0865310237696865,0.05165142876338186,0.004975124378109453,0.000703836574145395
2006-03-01,477,91375495.8,40,8973519.48,25,4716957.16,441,5,6,1042352.24,1,61297.76,0.09820487868696194,0.05162168608446555,0.011337868480725623,0.0006708336788034151
2006-04-01,468,89447578.39,41,8711402.69,27,5498353.47,431,4,8,1703361.59,1,41562.76,0.09739115185452478,0.06147012103588375,0.009280742459396751,0.00046466053914598327
2006-05-01,499,95995282.26,37,7911362.65,22,4773296.14,419,2,11,1541738.34,3,327563.58999999997,0.08241407768948832,0.04972427839809551,0.00477326968973747,0.003412288419683011
2006-06-01,493,94854933.45,34,7900272.890000001,21,4497607.46,451,2,4,539010.87,2,66551.4,0.08328794932067922,0.0474156408782974,0.004434589800443459,0.0007016124262538291
2006-07-01,480,92456330.59,38,8427187.42,24,5475176.82,445,4,11,1942363.5999999999,1,39333.47,0.09114775987996518,0.05921905817655487,0.008988764044943821,0.00042542754778388615
2006-08-01,513,99295587.07,40,8803985.75,25,5785935.67,430,2,15,2452794.57,0,0.0,0.0886644211468682,0.05826981682399554,0.004651162790697674,0.0
2006-09-01,507,97632729.37,33,8169512.95,27,6471881.48,462,5,5,1421084.37,1,47002.9,0.08367596606912311,0.06628803191062527,0.010822510822510822,0.00048142564796967326
2006-10-01,492,94834241.04,39,8666982.37,25,5939886.36,452,2,13,2258620.01,1,42739.73,0.09139085497973633,0.06263440604216597,0.004424778761061947,0.0004506782521934548
2006-11-01,530,102077290.75,37,7299936.16,20,4259547.13,436,0,9,2022521.01,1,101167.44,0.0715138118024552,0.04172864599661213,0.0,0.0009910866487216209
2006-12-01,513,98807260.71,36,7984240.15,25,5225686.35,476,6,16,2995291.89,1,14833.98,0.08080620890233767,0.05288767558628536,0.012605042016806723,0.0001501304650428255
2007-01-01,497,95841070.29,37,7883224.44,23,4679801.34,454,2,13,2190437.91,2,203111.26,0.08225309271011481,0.04882876751939077,0.004405286343612335,0.0021192507490308413
2007-02-01,521,100848528.72,39,8042773.95,22,4597275.23,439,0,16,3156993.62,2,77919.44,0.07975102911347659,0.045585942485725936,0.0,0.0007726383417683637
2007-03-01,513,99701465.9,39,8515605.01,27,5878140.92,468,3,8,992210.8999999999,0,0.0,0.08541103115315378,0.05895741719480575,0.00641025641025641,0.0
2007-04-01,497,96533166.23,48,9973812.75,28,5885918.07,457,2,15,2866521.79,0,0.0,0.10332006231139654,0.06097301373059915,0.00437636761487965,0.0
2007-05-01,535,102666643.64,45,9864397.4,31,6839265.96,441,5,10,1885528.84,2,0.0,0.09608181440692123,0.06661624182418827,0.011337868480725623,0.0
2007-06-01,526,100811377.27,48,10706218.58,32,7068945.19,476,4,9,1713219.41,0,0.0,0.10620049908975915,0.07012051002008893,0.008403361344537815,0.0
2007-07-01,509,97518270.09,47,10274297.45,31,6936379.09,463,2,14,2344734.24,3,258351.97999999998,0.10535766724038284,0.07112902109110823,0.004319654427645789,0.0026492674630258094
2007-08-01,537,103052676.24,47,9847118.55,34,7494104.69,447,5,16,3053340.16,1,49356.47,0.09555422439556045,0.07272110694677095,0.011185682326621925,0.00047894408763391475
2007-09-01,524,100034681.24,52,11073489.75,35,7673684.33,472,2,9,1724028.63,2,113261.73,0.11069650657888176,0.07671023923782536,0.00423728813559322,0.0011322246304585717
2007-10-01,510,97727934.59,49,9982054.55,32,7222584.05,461,2,12,1873663.06,1,63428.09,0.10214126177820004,0.07390501068400815,0.004338394793926247,0.0006490272230360864
2007-11-01,544,104810844.93,54,11336973.97,35,7913349.87,448,5,16,2894529.34,1,0.0,0.1081660392831641,0.07550125061280717,0.011160714285714286,0.0
2007-12-01,535,102603815.39,52,11471493.81,37,7960098.74,480,5,8,1718528.1500000001,1,70755.69,0.11180377422025223,0.07758092337739528,0.010416666666666666,0.0006896009639705466
2008-01-01,522,100316461.47,55,11639512.37,35,7382808.07,467,3,11,1761221.18,1,104501.08,0.11602793997554267,0.07359518031054012,0.006423982869379015,0.001041714176005415
2008-02-01,557,107204507.61,51,10533314.21,35,7448225.48,456,3,15,2898245.85,1,89145.67,0.09825439661846325,0.06947679389653978,0.006578947368421052,0.000831547777116832
2008-03-01,542,104243623.71,59,11914085.55,36,7394007.11,492,8,12,2033709.83,2,354741.19,0.11429078466366757,0.07093006600163594,0.016260162601626018,0.00340300132876108
2008-04-01,527,101335065.89,62,12188184.19,38,7782809.73,473,4,13,2417159.01,1,48237.62,0.12027607702185113,0.0768027302458983,0.008456659619450317,0.00047602100592071767
2008-05-01,558,107569535.82,60,11787170.9,41,8188859.21,457,10,9,1639225.06,3,135785.54,0.10957722193506442,0.07612619267691845,0.02188183807439825,0.0012623047869911317
2008-06-01,541,104461615.08,55,10927353.94,38,8040938.18,483,3,14,2429949.56,2,119133.67,0.10460640429148532,0.0769750513032179,0.006211180124223602,0.0011404540309736134
2008-07-01,531,102310784.27,58,11553832.47,42,8540968.959999999,467,7,9,1874634.88,0,0.0,0.11292878412024708,0.08348063228075965,0.014989293361884369,0.0
2008-08-01,546,105225488.76,61,12207480.68,41,8621932.33,452,5,18,3569472.22,3,108581.63,0.11601258234915894,0.08193767908899946,0.011061946902654867,0.0010318947555345145
2008-09-01,531,102562510.67,53,10560350.26,38,7895839.14,469,3,14,2297575.71,1,0.0,0.10296501315162276,0.07698562650640697,0.006396588486140725,0.0
2008-10-01,515,99016200.31,48,9607657.54,39,7662925.06,453,4,13,2306043.47,3,203547.5,0.09703116772730459,0.07739061927249184,0.008830022075055188,0.0020556989599957716
2008-11-01,545,104577292.4,57,10942231.58,36,6924866.46,436,1,13,2043443.41,3,198750.4,0.1046329593058005,0.06621768742599421,0.0022935779816513763,0.0019005120082837407
2008-12-01,532,101912530.01,52,9608511.04,34,6609180.96,469,2,10,2014262.42,3,75190.44,0.0942819400034243,0.06485150510296903,0.0042643923240938165,0.0007377938708088403
2009-01-01,515,97754395.94,54,10420666.68,37,7050024.33,458,3,16,3655930.4000000004,1,90545.08,0.10660049177119389,0.07211976773225816,0.006550218340611353,0.0009262507238607975
2009-02-01,538,101868989.97,58,11185810.17,39,7273066.04,440,4,27,5491441.58,1,159500.72,0.10980584153523242,0.07139627125135813,0.00909090909090909,0.0015657436089920231
2009-03-01,515,97331644.41,58,10447413.4,33,6150897.57,462,3,17,3101561.01,6,147000.88,0.10733830157015839,0.06319524967738085,0.006493506493506494,0.0015103092205118124
2009-04-01,495,93466678.65,58,10192092.87,37,6732761.1,443,7,19,3514459.5,1,14073.74,0.10904520217483943,0.07203381137797603,0.01580135440180587,0.0001505749450314933
2009-05-01,515,97075210.43,62,11575165.55,40,7204226.33,417,5,21,3825238.4,4,171843.37,0.11923914971419754,0.07421283248409642,0.011990407673860911,0.00177020857579201
2009-06-01,496,92799367.68,60,10995475.58,42,7536153.17,439,8,16,3548312.94,3,52208.850000000006,0.11848653557549757,0.0812091004325257,0.018223234624145785,0.0005625991998138581
2009-07-01,481,89890033.34,60,10883441.47,45,7992265.95,417,6,13,2490115.62,1,0.0,0.12107506322569131,0.08891159178648937,0.014388489208633094,0.0
2009-08-01,510,95828858.01,59,10633662.8,43,7760392.09,399,1,13,2592709.46,3,250840.35,0.110965141616217,0.08098178618793705,0.002506265664160401,0.0026175867604915433
2009-09-01,495,92368760.31,62,11680729.43,45,8221370.43,431,6,14,3165812.6799999997,0,0.0,0.12645757495064514,0.08900596264806576,0.013921113689095127,0.0
2009-10-01,473,88173315.79,55,10323486.99,42,7675258.87,413,5,17,2996307.76,5,109254.23,0.1170817599123432,0.08704741112696676,0.012106537530266344,0.001239084966025411
2009-11-01,500,94071957.08,52,9671660.84,42,7781998.4,392,5,10,1481664.8800000001,1,31145.04,0.10281130679332094,0.08272389181169144,0.012755102040816327,0.00033107677321429443
2009-12-01,485,91754367.94,46,8175586.09,40,7353451.2700000005,416,3,15,2177153.36,0,0.0,0.0891029634180051,0.08014279249145466,0.007211538461538462,0.0
2010-01-01,471,88845578.28,51,9157457.25,39,7206651.51,399,0,14,2775825.06,0,0.0,0.10307161512461484,0.08111435199721455,0.0,0.0
2010-02-01,499,94491579.81,50,9212821.95,36,6780369.43,385,3,18,3317666.6,4,168043.41,0.09749886676172399,0.0717563347298638,0.007792207792207792,0.001778395602421879
2010-03-01,481,91035089.67,48,8672907.22,37,7056541.74,417,2,16,2840688.23,2,151038.38999999998,0.09526993658642047,0.0775145250647832,0.004796163069544364,0.001659122768456762
2010-04-01,462,87235603.94,45,8547081.1,32,6098340.22,403,1,14,2611368.55,5,310388.5,0.09797698088820041,0.06990655127686618,0.0024813895781637717,0.003558048388287458
2010-05-01,491,91827277.17,41,8064165.69,33,6303537.63,389,3,17,3258385.31,2,112915.48,0.08781884793415791,0.06864559011512722,0.007712082262210797,0.0012296507473586456
2010-06-01,472,87856656.84,39,7893891.79,32,6475152.41,418,4,18,3626227.08,1,100140.11,0.0898496718851475,0.07370132944840153,0.009569377990430622,0.0011398124354124923
2010-07-01,458,84208675.95,38,7937545.19,26,5338876.26,399,0,11,2774153.06,3,107867.29000000001,0.09426042032430271,0.06340054869370024,0.0,0.0012809522152331147
2010-08-01,477,88783891.5,41,8268838.4,27,5482106.34,388,2,21,3286321.56,1,186803.73,0.09313444432653642,0.06174663272109446,0.005154639175257732,0.0021040272829221506
2010-09-01,463,85925086.03,36,7232636.36,30,6081775.73,411,5,13,2494045.38,1,0.0,0.08417374592415058,0.07077997836250756,0.012165450121654502,0.0
2010-10-01,450,82887105.83,40,7656318.89,25,5275988.35,396,0,11,2497411.39,2,143509.74,0.09237044547921573,0.06365270324217809,0.0,0.0017313879953093783
2010-11-01,472,87365928.73,45,8571853.45,25,5252497.93,388,2,20,3160118.2,0,0.0,0.098114374500509,0.06012066724812804,0.005154639175257732,0.0
2010-12-01,461,85073086.06,43,8153779.41,26,5283647.55,408,5,9,1791963.1600000001,2,57953.64,0.09584440611745688,0.062107157441938454,0.012254901960784314,0.0006812217903924008
2011-01-01,446,82593849.68,42,7949733.29,30,6139358.42,396,4,13,2044201.75,2,56059.37,0.09625091118527943,0.07433190780894958,0.010101010101010102,0.0006787354048418293
2011-02-01,488,91142461.35,38,7913690.82,32,6520446.33,380,2,14,2342539.45,2,106650.7,0.08682770580015722,0.07154125786619434,0.005263157894736842,0.0011701538275386942
2011-03-01,474,88098835.89,39,7829306.07,31,6324138.63,423,2,12,2550751.39,2,30448.68,0.08886957461930205,0.07178458791324217,0.004728132387706856,0.00034561954982036483
2011-04-01,455,84062437.57,38,6909950.5,28,5394494.47,409,2,17,3163975.34,2,19359.33,0.0822002156937929,0.06417247258037131,0.004889975550122249,0.00023029703348632035
2011-05-01,489,90782372.66,36,6696870.95,27,5071795.8,390,1,13,2542929.17,0,0.0,0.07376840628611084,0.05586762772763159,0.002564102564102564,0.0
2011-06-01,469,86289519.63,36,6108940.39,27,4889080.75,427,1,17,3731993.7,3,55094.810000000005,0.07079585581417612,0.056659033112756246,0.00234192037470726,0.0006384878515518514
2011-07-01,449,81562278.92,30,5143145.39,25,4201129.38,413,0,17,3677243.28,0,0.0,0.06305789217886654,0.05150823929430244,0.0,0.0
2011-08-01,472,85258300.12,27,4564134.98,23,3801187.5300000003,396,3,17,3601580.07,3,117575.32,0.053533028145952205,0.04458436920100302,0.007575757575757576,0.0013790483722348932
2011-09-01,461,83221119.59,24,4109300.7,17,2962636.47,422,1,8,1421606.91,3,68920.27,0.04937809921622084,0.03559957477856373,0.002369668246445498,0.0008281584090618457
2011-10-01,439,78805900.21,22,3403737.69,14,2252526.9,413,0,20,3703459.91,2,22058.31,0.0431914067465736,0.02858322656041645,0.0,0.0002799068336408767
2011-11-01,467,85097860.43,26,4356704.84,14,2018432.67,395,1,11,1553210.04,1,95161.58,0.051196408675676965,0.023718959087817806,0.002531645569620253,0.0011182605475525231
2011-12-01,447,81615774.73,23,4317711.78,15,2302510.88,424,3,19,3228554.79,1,48290.97,0.05290290748674242,0.028211591296132755,0.007075471698113208,0.0005916867193842785
2012-01-01,424,77925718.0,26,4925461.36,16,2762977.03,404,1,23,3542105.33,0,0.0,0.06320713477417045,0.03545654888928967,0.0024752475247524753,0.0
2012-02-01,439,80273716.31,25,4262991.98,15,2775539.15,383,1,22,4089094.85,1,36501.77,0.05310570104338054,0.03457593939318143,0.0026109660574412533,0.00045471633403688363
2012-03-01,419,76270578.71,31,5162730.7700000005,19,3368089.63,402,4,20,3852267.34,0,0.0,0.06768967611521616,0.04415974923707249,0.009950248756218905,0.0
2012-04-01,396,71378044.15,26,4344880.39,19,3313351.23,380,5,21,4369500.5600000005,2,126216.40999999999,0.06087138477581834,0.04641975371357944,0.013157894736842105,0.001768280589683263
2012-05-01,404,73626161.7,26,4466745.07,19,3389284.19,354,1,20,3466401.36,1,44915.98,0.060667906174443426,0.046033693890089065,0.002824858757062147,0.0006100546186696026
2012-06-01,385,70263015.54,28,4778733.94,19,3270253.59,362,1,16,2743129.21,1,0.0,0.0680120815093613,0.04654302928598728,0.0027624309392265192,0.0
2012-07-01,371,67622477.76,27,4756708.81,20,3479138.29,344,3,11,1976371.21,2,102116.92000000001,0.07034212539330649,0.05144943523583777,0.00872093023255814,0.0015101031991525773
2012-08-01,399,73593770.19,25,4472928.41,20,3667239.5100000002,331,2,15,3047433.51,1,26218.64,0.0607786283873222,0.049830841666789735,0.006042296072507553,0.000356261677208686
2012-09-01,384,70505870.44,25,4118266.34,18,3051951.69,358,0,14,2486120.89,1,192956.85,0.0584102616462925,0.04328649048588357,0.0,0.0027367487103673862
2012-10-01,367,67043865.75,23,3885736.9,18,3085106.07,344,1,17,3324401.4,0,0.0,0.05795812721315223,0.046016231842955745,0.0029069767441860465,0.0
