reporting_date,grade,n,predicted_pd,realised_rate,realised_rate_lo,realised_rate_hi,realised_rate_n,realised_rate_method,binomial_low,binomial_high,vasicek_low,vasicek_high,rag,covid_affected,synthetic
2019-12-01,B,400,0.0012,0.0009599999999999999,0.00035999999999999997,0.0015599999999999998,400,synthetic fixture interval,0.00035999999999999997,0.00228,0.00011999999999999999,0.0042,green,True,True
2019-12-01,C,400,0.0024,0.0019199999999999998,0.0007199999999999999,0.0031199999999999995,400,synthetic fixture interval,0.0007199999999999999,0.00456,0.00023999999999999998,0.0084,green,True,True
2019-12-01,D,400,0.0048,0.0038399999999999997,0.0014399999999999999,0.006239999999999999,400,synthetic fixture interval,0.0014399999999999999,0.00912,0.00047999999999999996,0.0168,green,True,True
2019-12-01,E,400,0.0096,0.007679999999999999,0.0028799999999999997,0.012479999999999998,400,synthetic fixture interval,0.0028799999999999997,0.01824,0.0009599999999999999,0.0336,green,True,True
2019-12-01,F,400,0.0192,0.015359999999999999,0.0057599999999999995,0.024959999999999996,400,synthetic fixture interval,0.0057599999999999995,0.03648,0.0019199999999999998,0.0672,green,True,True
2019-12-01,G,400,0.0384,0.030719999999999997,0.011519999999999999,0.04991999999999999,400,synthetic fixture interval,0.011519999999999999,0.07296,0.0038399999999999997,0.1344,green,True,True
2020-12-01,A,400,0.0006,0.00047999999999999996,0.00017999999999999998,0.0007799999999999999,400,synthetic fixture interval,0.00017999999999999998,0.00114,5.9999999999999995e-05,0.0021,green,True,True
2020-12-01,B,400,0.0012,0.0009599999999999999,0.00035999999999999997,0.0015599999999999998,400,synthetic fixture interval,0.00035999999999999997,0.00228,0.00011999999999999999,0.0042,green,True,True
2020-12-01,C,400,0.0024,0.0019199999999999998,0.0007199999999999999,0.0031199999999999995,400,synthetic fixture interval,0.0007199999999999999,0.00456,0.00023999999999999998,0.0084,green,True,True
2020-12-01,D,400,0.0048,0.0038399999999999997,0.0014399999999999999,0.006239999999999999,400,synthetic fixture interval,0.0014399999999999999,0.00912,0.00047999999999999996,0.0168,green,True,True
2020-12-01,E,400,0.0096,0.007679999999999999,0.0028799999999999997,0.012479999999999998,400,synthetic fixture interval,0.0028799999999999997,0.01824,0.0009599999999999999,0.0336,green,True,True
2020-12-01,F,400,0.0192,0.015359999999999999,0.0057599999999999995,0.024959999999999996,400,synthetic fixture interval,0.0057599999999999995,0.03648,0.0019199999999999998,0.0672,green,True,True
2020-12-01,G,400,0.0384,0.030719999999999997,0.011519999999999999,0.04991999999999999,400,synthetic fixture interval,0.011519999999999999,0.07296,0.0038399999999999997,0.1344,green,True,True
2021-12-01,A,400,0.0006,0.00047999999999999996,0.00017999999999999998,0.0007799999999999999,400,synthetic fixture interval,0.00017999999999999998,0.00114,5.9999999999999995e-05,0.0021,green,False,True
2021-12-01,B,400,0.0012,0.0009599999999999999,0.00035999999999999997,0.0015599999999999998,400,synthetic fixture interval,0.00035999999999999997,0.00228,0.00011999999999999999,0.0042,green,False,True
2021-12-01,C,400,0.0024,0.0019199999999999998,0.0007199999999999999,0.0031199999999999995,400,synthetic fixture interval,0.0007199999999999999,0.00456,0.00023999999999999998,0.0084,green,False,True
2021-12-01,D,400,0.0048,0.0038399999999999997,0.0014399999999999999,0.006239999999999999,400,synthetic fixture interval,0.0014399999999999999,0.00912,0.00047999999999999996,0.0168,green,False,True
2021-12-01,E,400,0.0096,0.007679999999999999,0.0028799999999999997,0.012479999999999998,400,synthetic fixture interval,0.0028799999999999997,0.01824,0.0009599999999999999,0.0336,green,False,True
2021-12-01,F,400,0.0192,0.015359999999999999,0.0057599999999999995,0.024959999999999996,400,synthetic fixture interval,0.0057599999999999995,0.03648,0.0019199999999999998,0.0672,green,False,True
2021-12-01,G,400,0.0384,0.030719999999999997,0.011519999999999999,0.04991999999999999,400,synthetic fixture interval,0.011519999999999999,0.07296,0.0038399999999999997,0.1344,green,False,True
2022-12-01,A,400,0.0006,0.00047999999999999996,0.00017999999999999998,0.0007799999999999999,400,synthetic fixture interval,0.00017999999999999998,0.00114,5.9999999999999995e-05,0.0021,green,False,True
2022-12-01,B,400,0.0012,0.0009599999999999999,0.00035999999999999997,0.0015599999999999998,400,synthetic fixture interval,0.00035999999999999997,0.00228,0.00011999999999999999,0.0042,green,False,True
2022-12-01,C,400,0.0024,0.0019199999999999998,0.0007199999999999999,0.0031199999999999995,400,synthetic fixture interval,0.0007199999999999999,0.00456,0.00023999999999999998,0.0084,green,False,True
2022-12-01,D,400,0.0048,0.0038399999999999997,0.0014399999999999999,0.006239999999999999,400,synthetic fixture interval,0.0014399999999999999,0.00912,0.00047999999999999996,0.0168,green,False,True
2022-12-01,E,400,0.0096,0.007679999999999999,0.0028799999999999997,0.012479999999999998,400,synthetic fixture interval,0.0028799999999999997,0.01824,0.0009599999999999999,0.0336,green,False,True
2022-12-01,F,400,0.0192,0.015359999999999999,0.0057599999999999995,0.024959999999999996,400,synthetic fixture interval,0.0057599999999999995,0.03648,0.0019199999999999998,0.0672,green,False,True
2022-12-01,G,400,0.0384,0.030719999999999997,0.011519999999999999,0.04991999999999999,400,synthetic fixture interval,0.011519999999999999,0.07296,0.0038399999999999997,0.1344,green,False,True
2023-12-01,A,400,0.0006,0.00047999999999999996,0.00017999999999999998,0.0007799999999999999,400,synthetic fixture interval,0.00017999999999999998,0.00114,5.9999999999999995e-05,0.0021,green,False,True
2023-12-01,B,400,0.0012,0.0009599999999999999,0.00035999999999999997,0.0015599999999999998,400,synthetic fixture interval,0.00035999999999999997,0.00228,0.00011999999999999999,0.0042,green,False,True
2023-12-01,C,400,0.0024,0.0019199999999999998,0.0007199999999999999,0.0031199999999999995,400,synthetic fixture interval,0.0007199999999999999,0.00456,0.00023999999999999998,0.0084,green,False,True
2023-12-01,D,400,0.0048,0.0038399999999999997,0.0014399999999999999,0.006239999999999999,400,synthetic fixture interval,0.0014399999999999999,0.00912,0.00047999999999999996,0.0168,green,False,True
2023-12-01,E,400,0.0096,0.007679999999999999,0.0028799999999999997,0.012479999999999998,400,synthetic fixture interval,0.0028799999999999997,0.01824,0.0009599999999999999,0.0336,green,False,True
2023-12-01,F,400,0.0192,0.015359999999999999,0.0057599999999999995,0.024959999999999996,400,synthetic fixture interval,0.0057599999999999995,0.03648,0.0019199999999999998,0.0672,green,False,True
2023-12-01,G,400,0.0384,0.030719999999999997,0.011519999999999999,0.04991999999999999,400,synthetic fixture interval,0.011519999999999999,0.07296,0.0038399999999999997,0.1344,green,False,True
2024-12-01,A,400,0.0006,0.00047999999999999996,0.00017999999999999998,0.0007799999999999999,400,synthetic fixture interval,0.00017999999999999998,0.00114,5.9999999999999995e-05,0.0021,green,False,True
2024-12-01,B,400,0.0012,0.0009599999999999999,0.00035999999999999997,0.0015599999999999998,400,synthetic fixture interval,0.00035999999999999997,0.00228,0.00011999999999999999,0.0042,green,False,True
2024-12-01,C,400,0.0024,0.0019199999999999998,0.0007199999999999999,0.0031199999999999995,400,synthetic fixture interval,0.0007199999999999999,0.00456,0.00023999999999999998,0.0084,green,False,True
2024-12-01,D,400,0.0048,0.0038399999999999997,0.0014399999999999999,0.006239999999999999,400,synthetic fixture interval,0.0014399999999999999,0.00912,0.00047999999999999996,0.0168,green,False,True
2024-12-01,E,400,0.0096,0.007679999999999999,0.0028799999999999997,0.012479999999999998,400,synthetic fixture interval,0.0028799999999999997,0.01824,0.0009599999999999999,0.0336,green,False,True
2024-12-01,F,400,0.0192,0.015359999999999999,0.0057599999999999995,0.024959999999999996,400,synthetic fixture interval,0.0057599999999999995,0.03648,0.0019199999999999998,0.0672,green,False,True
2024-12-01,G,400,0.0384,0.030719999999999997,0.011519999999999999,0.04991999999999999,400,synthetic fixture interval,0.011519999999999999,0.07296,0.0038399999999999997,0.1344,green,False,True
